tweet,words_num,lex_div,emojis_num,demoji_text,slangs_num,deslang_text,total_slangs_emojis,deslang_demoji,response,tweet_no_unicode,safety,tweeter,emph,result,jhu,response_ld,jhu_ld,result_ld,tweeter_ld,emph_ld,response_word_num,jhu_word_num,result_word_num,tweeter_word_num,emph_word_num
"when we are experiencing fear, anxiety, and/or anger (so imagine all three), our ability to empathize takes a hit.",20,1.0,0,"when we are experiencing fear, anxiety, and/or anger (so imagine all three), our ability to empathize takes a hit.",0,when we are experiencing fear anxiety andor anger so imagine all three our ability to empathize takes a hit,0,"when we are experiencing fear, anxiety, and/or anger (so imagine all three), our ability to empathize takes a hit.","  this reduced empathy, when you' attempt to evaluate a position you don't like, can lead to more fear/anger, which in turn reduces empathy. ","when we are experiencing fear, anxiety, and/or anger (so imagine all three), our ability to empathize takes a hit.",0,i ' m not sure i understand .,i agree . i have been in a lot of situations where i was scared and i was just so angry .,i agree . i have been in a lot of situations where i was scared and i was just so angry .,  i am not sure if i was a kid .,0.8,0.7272727272727273,0.7619047619047619,0.8571428571428571,0.7619047619047619,25,9,20,6,20
words cannot express my excitement for on 💃💃💃 4am baby!!!,9,1.0,1,words cannot express my excitement for on  woman dancing  woman dancing  woman dancing  4am baby!!!,0,words cannot express my excitement for on 💃💃💃 4am baby,1,words cannot express my excitement for on  4am baby!!!,  so lucky i'm sure the performance was amazing!  ,words cannot express my excitement for on  4am baby!!!,0,i ' m so excited for you ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,what is it ?,i ' m so excited for you ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am sure you are . i am not sure if i was a kid .,0.9,0.5625,1.0,1.0,1.0,9,14,6,6,3
the facts are incredible too wow,6,1.0,0,the facts are incredible too wow,0,the facts are incredible too wow,0,the facts are incredible too wow,  except when they don't ,the facts are incredible too wow,0,i ' m not sure what you mean .,what facts ?,i ' m not sure what you mean .,  i am sure you are . i am not sure if i was a kid .,0.8333333333333334,0.5625,1.0,1.0,1.0,5,14,7,7,2
just landed in ohio. thank you america- i am honored to win the final debate for our movement. it is time to…,22,0.9545454545454546,0,just landed in ohio. thank you america- i am honored to win the final debate for our movement. it is time to…,0,just landed in ohio thank you america i am honored to win the final debate for our movement it is time to…,0,just landed in ohio. thank you america- i am honored to win the final debate for our movement. it is time to,  you won the debate?wait every news show is wrong?every poll?my own ears?hmmm ,just landed in ohio. thank you america- i am honored to win the final debate for our movement. it is time to,0,you are a disgrace to america .,i ' m in ohio too !,you are a disgrace to america .,  i am not sure if i was a kid .,0.9285714285714286,0.7272727272727273,1.0,1.0,1.0,16,9,6,6,5
you downloaded some weird shit... has never happened to me,10,1.0,0,you downloaded some weird shit... has never happened to me,0,you downloaded some weird shit has never happened to me,0,you downloaded some weird shit... has never happened to me,"  apparently smh , hope there's something they can do ",you downloaded some weird shit... has never happened to me,1,i ' m not sure what you mean . . .,"i ' m sorry , i ' m not sure what you mean .","i ' m sorry , i ' m not sure what you mean .",  i have a lot of friends .,0.9,0.875,0.8181818181818182,1.0,0.8181818181818182,9,6,10,7,10
sure it does. idf ass…,5,1.0,0,sure it does. idf ass…,0,sure it does idf ass…,0,sure it does. idf ass,  that's your proof? ,sure it does. idf ass,1,i ' m not sure what you ' re talking about .,i ' m not sure what you ' re talking about .,i ' m not sure what you ' re talking about .,  i am sure you are . i am not sure if i was a kid .,0.8,0.5625,1.0,1.0,1.0,4,14,9,9,9
consumerism wants us to give up on our individuality and hate ourselves so we're constantly trying to ~be~ something they are sellin to us,25,0.8333333333333334,0,consumerism wants us to give up on our individuality and hate ourselves so we are constantly trying to ~be~ something they are sellin to us,1,consumerism wants us to give up on our individuality and hate ourselves so we are constantly trying to be something they are selling to us,1,consumerism wants us to give up on our individuality and hate ourselves so we're constantly trying to ~be~ something they are sellin to us,  the fact that 90% of the clothes i try on for shoots are oversized body masking potato sacks insults me ,consumerism wants us to give up on our individuality and hate ourselves so we're constantly trying to ~be~ something they are sellin to us,1,i ' m not trying to be something i ' m not . i ' m trying to be something i ' m not .,i agree . i think it ' s a good thing that we have the ability to be ourselves .,i agree . i think it ' s a good thing that we have the ability to be ourselves .,  i am not sure . i am not sure if i was a kid .,0.9090909090909091,0.5333333333333333,0.9444444444444444,0.35,0.9444444444444444,20,13,17,19,17
"sorry, everyone. we've been wrong all this time. fact checking isn't what matters. this guy's anecdotal life exper…",21,0.9444444444444444,0,"sorry, everyone. we have been wrong all this time. fact checking is not what matters. this guy is anecdotal life exper…",0,sorry everyone we have been wrong all this time fact checking is not what matters this guy is anecdotal life exper…,0,"sorry, everyone. we've been wrong all this time. fact checking isn't what matters. this guy's anecdotal life exper",  winners have certainty. data is for nerds and losers! ,"sorry, everyone. we've been wrong all this time. fact checking isn't what matters. this guy's anecdotal life exper",0,i ' m not sure what you mean .,"i ' m not sure what anecdotal life is , but i ' m sure he ' s got a lot of health problems .",i ' m not sure what you mean .,  i am not sure . i am not sure if i was a kid .,0.9090909090909091,0.5333333333333333,1.0,1.0,0.8095238095238095,9,13,7,7,20
unbelievable! hillary told world response time 4 launching nukes! ... by via,11,1.0,0,unbelievable! hillary told world response time 4 launching nukes! ... by via,0,unbelievable hillary told world response time 4 launching nukes by via,0,unbelievable! hillary told world response time 4 launching nukes! ... by via,  her prime goal is 2 advance herself no matter who she might hurt. she is definitely not america first like dt ,unbelievable! hillary told world response time 4 launching nukes! ... by via,0,she ' s a liar and a liar .,"wow , that is amazing !",she ' s a liar and a liar .,  i am sorry . i am not sure if i was a kid .,0.8695652173913043,0.6428571428571429,0.75,0.75,1.0,21,12,7,7,4
she handed hillary a debate question ahead of time. bernie supporters care,12,1.0,0,she handed hillary a debate question ahead of time. bernie supporters care,0,she handed hillary a debate question ahead of time bernie supporters care,0,she handed hillary a debate question ahead of time. bernie supporters care,"  if you're a bernie supporter, listen to bernie &amp; put grievances aside for sake of stopping trump ",she handed hillary a debate question ahead of time. bernie supporters care,0,she ' s a liar and a liar .,i don ' t think they care about the debate .,she ' s a liar and a liar .,  i am sorry . i am not sure if i was a kid .,0.8947368421052632,0.6428571428571429,0.75,0.75,1.0,18,12,7,7,9
"if by funeral, you mean resurrection, then yes. can't wait to see your hype video praising it",18,1.0,0,"if by funeral, you mean resurrection, then yes. can not wait to see your hype video praising it",0,if by funeral you mean resurrection then yes can not wait to see your hype video praising it,0,"if by funeral, you mean resurrection, then yes. can't wait to see your hype video praising it",  if they make a dumb controller doa. i wont be praising noffin if controller bad ,"if by funeral, you mean resurrection, then yes. can't wait to see your hype video praising it",0,"i ' m not sure what you mean by "" resurrection "" .",i ' m not sure what you mean .,"i ' m not sure what you mean by "" resurrection "" .",  i am not sure . i am not sure if i was a kid .,0.8235294117647058,0.5333333333333333,0.9166666666666666,0.9166666666666666,1.0,15,13,9,9,7
poll: who won the final presidential debate?,7,1.0,0,poll: who won the final presidential debate?,0,poll who won the final presidential debate,0,poll: who won the final presidential debate?,  trump all night she tried to pivot to her prepared robotic answers. can't answer questions she doesn't have ahead of time ,poll: who won the final presidential debate?,0,i ' m not sure . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,i think it was hillary .,i ' m not sure . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"  no , i am not . i am not much of a reader .",0.8260869565217391,0.6923076923076923,1.0,1.0,1.0,23,11,4,4,5
"therefore, have to trust they will use wisdom and judgement to come to right decisions on unknown unknowns",18,0.8333333333333334,0,"therefore, have to trust they will use wisdom and judgement to come to right decisions on unknown unknowns",0,therefore have to trust they will use wisdom and judgement to come to right decisions on unknown unknowns,0,"therefore, have to trust they will use wisdom and judgement to come to right decisions on unknown unknowns","  so experience helps mainly to build judgement and applied intelligence, not the actual experience itself ","therefore, have to trust they will use wisdom and judgement to come to right decisions on unknown unknowns",0,i ' m not sure that ' s the case .,i agree with you .,i ' m not sure that ' s the case .,  i am not sure . i am not sure if i was a kid .,0.8823529411764706,0.5333333333333333,1.0,1.0,1.0,15,13,8,8,4
you're a hard man to find when you want to be...,12,0.9090909090909092,0,you are a hard man to find when you want to be...,0,you are a hard man to find when you want to be,0,you're a hard man to find when you want to be...,"  google: rob pickering, i’m the third hit, my website is the 6th. don’t think that’s too hard. ",you're a hard man to find when you want to be...,1,i ' m a hard man to find when i want to be . . .,i ' m not sure what you mean .,i ' m not sure what you mean .,  i am sure you are . i am not sure if i was a kid .,0.8947368421052632,0.5625,1.0,0.7692307692307693,1.0,20,14,7,12,7
in honor of tonight's here is 17 year old sam ~acting~ as columbia complete with a sexy corset/sports…,20,1.0,0,in honor of tonight is here is 17 year old sam ~acting~ as columbia complete with a sexy corset/sports…,0,in honor of tonight is here is 17 year old sam acting as columbia complete with a sexy corsetsports…,0,in honor of tonight's here is 17 year old sam ~acting~ as columbia complete with a sexy corset/sports,  this cast party tho ,in honor of tonight's here is 17 year old sam ~acting~ as columbia complete with a sexy corset/sports,0,i ' m so proud of you,i ' m not sure what you ' re talking about .,i ' m so proud of you,  i am sure you are . i am not sure if i was a kid .,0.8333333333333334,0.5625,1.0,1.0,1.0,4,14,6,6,9
this is what happens when a republican nominee can't even hold the line in traditional swing states,18,1.0,0,this is what happens when a republican nominee can not even hold the line in traditional swing states,0,this is what happens when a republican nominee can not even hold the line in traditional swing states,0,this is what happens when a republican nominee can't even hold the line in traditional swing states,  can hillary clinton possibly win georgia without ever campaigning there personally? how about a rally in atlanta or athens? ,this is what happens when a republican nominee can't even hold the line in traditional swing states,1,i ' m not sure what you mean .,i agree . i think they are going to lose .,i agree . i think they are going to lose .,  i am not sure if i was a kid .,0.9523809523809523,0.7272727272727273,0.9,1.0,0.9,19,9,9,7,9
"*wipes tear* guess i'll be doing this for the final time.... ""is this the nx?""",16,0.8666666666666667,0,"*wipes tear* guess i will be doing this for the final time.... ""is this the nx?""",0,wipes tear guess i will be doing this for the final time is this the nx,0,"*wipes tear* guess i'll be doing this for the final time.... ""is this the nx?""",  what does the maestro think? + or -? ,"*wipes tear* guess i'll be doing this for the final time.... ""is this the nx?""",0,i ' m so excited for this !,"i ' m sorry , i ' m not sure what you ' re talking about .",i ' m so excited for this !,  i am not sure . i am not sure if i was a kid .,0.8888888888888888,0.5333333333333333,1.0,1.0,0.8461538461538461,6,13,6,6,12
sry i'll take allan lichtmans political science predictions over bought &amp; paid 4 network polls,16,1.0,0,sry i will take allan lichtmans political science predictions over bought & paid 4 network polls,1,sorry i will take allan lichtmans political science predictions over bought amp paid 4 network polls,1,sry i'll take allan lichtmans political science predictions over bought &amp; paid 4 network polls,  it's nate silver and it's a combination of all polls available. you can look at it state… ,sry i'll take allan lichtmans political science predictions over bought &amp; paid 4 network polls,0,i ' m not sure what you ' re talking about .,i ' m not sure what you ' re talking about .,i ' m not sure what you ' re talking about .,  that is great . i am not sure if i could do that .,0.8947368421052632,0.7142857142857143,1.0,1.0,1.0,19,12,9,9,9
initial thoughts. seems like a solid idea for a console. i wonder how much of a performance hit going mobile will be?,22,0.9090909090909092,0,initial thoughts. seems like a solid idea for a console. i wonder how much of a performance hit going mobile will be?,0,initial thoughts seems like a solid idea for a console i wonder how much of a performance hit going mobile will be,0,initial thoughts. seems like a solid idea for a console. i wonder how much of a performance hit going mobile will be?,"  i wonder if it will scale down while portable &amp; full ""strength"" when docked. just a thought. ",initial thoughts. seems like a solid idea for a console. i wonder how much of a performance hit going mobile will be?,0,i ' m sure it will be a lot of fun . i ' m sure it will be a lot of fun .,"i ' m not sure , but i ' m sure it will be a hit .",i ' m sure it will be a lot of fun . i ' m sure it will be a lot of fun .,  i think i am not sure . i am not sure if i was a kid .,0.9473684210526315,0.5294117647058824,0.47619047619047616,0.47619047619047616,0.7142857142857143,17,15,20,20,13
well for now they nailed it. we may come to find that there's little toads on hamster wheels for a processor and that would be 👎🏻,26,0.9230769230769232,1,well for now they nailed it. we may come to find that there is little toads on hamster wheels for a processor and that would be  thumbs down: light skin tone ,0,well for now they nailed it we may come to find that there is little toads on hamster wheels for a processor and that would be 👎🏻,1,well for now they nailed it. we may come to find that there's little toads on hamster wheels for a processor and that would be ,  you know it's running a custom build of the nvidia tegra and a custom graphics chip they designed from the ground up ,well for now they nailed it. we may come to find that there's little toads on hamster wheels for a processor and that would be ,0,i ' m sure they ' ll be able to make a lot of toads .,i ' m not sure i follow .,i ' m sure they ' ll be able to make a lot of toads .,  i think i am not sure . i am not sure if i was a kid .,0.8333333333333334,0.5294117647058824,0.9285714285714286,0.9285714285714286,0.8571428571428571,23,15,13,13,6
"thanks for the shout out! to note we're in charleston, sc not nc (we're very proud of our hometown lol)",22,0.95,0,"thanks for the shout out! to note we are in charleston, sc not nc (we are very proud of our hometown lol)",2,thanks for the shout out to note we are in charleston sc not not cool we are very proud of our hometown laughing out loud,2,"thanks for the shout out! to note we're in charleston, sc not nc (we're very proud of our hometown lol)",  we understand - we love our home town too! sorry about that. we'll fix it by eod.  ,"thanks for the shout out! to note we're in charleston, sc not nc (we're very proud of our hometown lol)",0,i ' m in sc too ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,"i ' m from charleston , sc . i ' m so glad you guys got to see this !",i ' m in sc too ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,  i am not sure if i was a kid .,0.8888888888888888,0.7272727272727273,1.0,1.0,0.875,17,9,5,5,15
"blaming india lets em to feel good, and ignore horrific reality at home.",13,1.0,0,"blaming india lets em to feel good, and ignore horrific reality at home.",1,blaming india lets them to feel good and ignore horrific reality at home,1,"blaming india lets em to feel good, and ignore horrific reality at home.",  rape is rape/sexual assult. big difference is police in india do not much 2 help rape victims ,"blaming india lets em to feel good, and ignore horrific reality at home.",0,i ' m not blaming india . i ' m blaming the people who are being harassed by the police .,i agree . i think it ' s important to focus on the positive aspects of the world .,i ' m not blaming india . i ' m blaming the people who are being harassed by the police .,  i am sorry to hear that . i am not sure what you mean .,0.8421052631578947,0.8,0.7222222222222222,0.7222222222222222,0.8823529411764706,18,13,17,17,16
how to build a sb winner. need a top 2 unit on either off or def in dvoa. neither side of roster close right now for bucs.,27,0.9629629629629628,0,how to build a sb winner. need a top 2 unit on either off or def in dvoa. neither side of roster close right now for bucs.,1,how to build a sb winner need a top 2 unit on either off or definitely in dvoa neither side of roster close right now for bucs,1,how to build a sb winner. need a top 2 unit on either off or def in dvoa. neither side of roster close right now for bucs.,"  true. i like what i saw about building the spine. s, lb, dt on d. c, qb, rb on o. fill in spots about those pieces. ",how to build a sb winner. need a top 2 unit on either off or def in dvoa. neither side of roster close right now for bucs.,0,i ' m not sure how to build a sb winner . i think the bucs are a top 2 team in dvoa .,i think you need to be able to build a team around your players .,i ' m not sure how to build a sb winner . i think the bucs are a top 2 team in dvoa .,  i am sorry . i am sorry .,0.8571428571428571,0.5,0.8636363636363636,0.8636363636363636,0.9333333333333333,26,6,21,21,14
fancy! co-conspirator in mangano complaint allegedly paid for a massage chair for mangano &amp; limo service for vend…,19,0.8333333333333334,0,fancy! co-conspirator in mangano complaint allegedly paid for a massage chair for mangano & limo service for vend…,0,fancy coconspirator in mangano complaint allegedly paid for a massage chair for mangano amp limo service for vend…,0,fancy! co-conspirator in mangano complaint allegedly paid for a massage chair for mangano &amp; limo service for vend,"  has the criminal complaint been posted? if you could forward link if so, would be super appreciated. ",fancy! co-conspirator in mangano complaint allegedly paid for a massage chair for mangano &amp; limo service for vend,0,i ' m sure they ' re all paid for by the same person .,i ' m so happy for you !,i ' m sure they ' re all paid for by the same person .,  that sounds like a lot of fun .,0.8421052631578947,0.8888888888888888,1.0,1.0,1.0,17,7,12,12,6
very clear now that uk membership of single market a gateway to indyref2 in scotland. time to dynamite the bridges. they've forced our hand,25,0.9583333333333334,0,very clear now that uk membership of single market a gateway to indyref2 in scotland. time to dynamite the bridges. they have forced our hand,0,very clear now that uk membership of single market a gateway to indyref2 in scotland time to dynamite the bridges they have forced our hand,0,very clear now that uk membership of single market a gateway to indyref2 in scotland. time to dynamite the bridges. they've forced our hand,"  if the uk pursues a hard brexit, the daily record is going to support independence ",very clear now that uk membership of single market a gateway to indyref2 in scotland. time to dynamite the bridges. they've forced our hand,0,i ' m not sure that ' s true . i think it ' s more that the uk is a gateway to the uk ' s independence .,i agree . i think the uk is going to be in a better place in the future .,i ' m not sure that ' s true . i think it ' s more that the uk is a gateway to the uk ' s independence .,  oh no . i am sorry .,0.8823529411764706,0.8571428571428571,0.7083333333333334,0.7083333333333334,0.7777777777777778,15,5,23,23,17
mary grace needs to stop trying to fuck the local priest,11,0.9090909090909092,0,mary grace needs to stop trying to fuck the local priest,0,mary grace needs to stop trying to fuck the local priest,0,mary grace needs to stop trying to fuck the local priest,  what the fuck keep that on the dl ,mary grace needs to stop trying to fuck the local priest,1,she ' s a disgusting human being .,i agree . i don ' t like her either .,i agree . i don ' t like her either .,  i am not sure . i am not sure if i was a kid .,0.8,0.5333333333333333,0.8888888888888888,1.0,0.8888888888888888,8,13,8,6,8
it's useless to snort playdough. believe me.,8,1.0,0,it is useless to snort playdough. believe me.,0,it is useless to snort playdough believe me,0,it's useless to snort playdough. believe me.,  it seemed useful to me—then i learned my lesson ,it's useless to snort playdough. believe me.,1,i ' m not snorting playdough . i ' m snorting playdough .,i ' m not sure i follow .,i ' m not sure i follow .,  i am sorry to hear that . i am not sure if i was a kid .,0.9090909090909091,0.7058823529411765,0.8571428571428571,0.6,0.8571428571428571,10,15,6,9,6
throw this in the mix,5,1.0,0,throw this in the mix,0,throw this in the mix,0,throw this in the mix,"  also, reminded me of ",throw this in the mix,0,i ' m not sure i ' m ready for this,i ' m not sure what you mean .,i ' m not sure i ' m ready for this,  i am not sure if i was a kid .,0.8333333333333334,0.7272727272727273,0.7777777777777778,0.7777777777777778,1.0,4,9,9,9,7
island folks got caribbean magic in their loins.,8,1.0,0,island folks got caribbean magic in their loins.,0,island folks got caribbean magic in their loins,0,island folks got caribbean magic in their loins.,  you might be right. just not enough magic to get me caught up. ,island folks got caribbean magic in their loins.,1,i ' m not sure i ' ve ever seen a more beautiful place than the island .,i ' ve never been to island .,i ' ve never been to island .,  i am not sure if i was a kid .,0.9333333333333333,0.7272727272727273,1.0,0.9375,1.0,13,9,6,15,6
"but, time will tell how her 3 years affects public perception of her... and whether she even stands a chance of winning the office again.",25,0.92,0,"but, time will tell how her 3 years affects public perception of her... and whether she even stands a chance of winning the office again.",0,but time will tell how her 3 years affects public perception of her and whether she even stands a chance of winning the office again,0,"but, time will tell how her 3 years affects public perception of her... and whether she even stands a chance of winning the office again.",  all of the rnc candidates were terrible this year. new set next year plz. ,"but, time will tell how her 3 years affects public perception of her... and whether she even stands a chance of winning the office again.",0,i ' m not sure that ' s true . i think she ' ll be fine .,i think she will . she is a very good candidate .,i ' m not sure that ' s true . i think she ' ll be fine .,  i am sorry to hear that . i am sorry to hear that .,0.875,0.5,0.8571428571428571,0.8571428571428571,0.9090909090909091,14,12,13,13,10
on everything i just put my head down and walked back into the office 😂,14,1.0,1,on everything i just put my head down and walked back into the office  face with tears of joy ,0,on everything i just put my head down and walked back into the office 😂,1,on everything i just put my head down and walked back into the office ,  smh. you never supposed to get caught lol ,on everything i just put my head down and walked back into the office ,0,i ' m so sorry . i ' m so sorry .,oh no ! what happened ?,oh no ! what happened ?,  i am sorry to hear that . i am not sure if i was a kid .,0.9,0.7058823529411765,1.0,0.5555555555555556,1.0,8,15,4,8,4
can't wait to see who can be the first to drop the nasty woman ep. ? ? ?,16,0.875,0,can not wait to see who can be the first to drop the nasty woman ep. ? ? ?,0,can not wait to see who can be the first to drop the nasty woman ep,0,can't wait to see who can be the first to drop the nasty woman ep. ? ? ?,  not it .. macyyy? hehe ,can't wait to see who can be the first to drop the nasty woman ep. ? ? ?,0,i ' m so excited for this ! ! !,"i ' m not sure , but i ' m sure it ' ll be a good one .",i ' m so excited for this ! ! !,  i am not sure . i am not sure if i was a kid .,0.8333333333333334,0.5333333333333333,1.0,1.0,0.7333333333333333,4,13,6,6,14
"ugh, my cable modem internet is out this morning &amp; now i can't find the dilbert parody i tried &amp; failed to retweet that the app recommended.",28,0.8888888888888888,0,"ugh, my cable modem internet is out this morning & now i can not find the dilbert parody i tried & failed to retweet that the app recommended.",1,ugh my cable modem internet is out this morning amp now i can not find the dilbert parody i tried amp failed to retweet that the application recommended,1,"ugh, my cable modem internet is out this morning &amp; now i can't find the dilbert parody i tried &amp; failed to retweet that the app recommended.","  when i restarted the app, i didn't get the ""you might also like"" panel that had it. i'll find it. ","ugh, my cable modem internet is out this morning &amp; now i can't find the dilbert parody i tried &amp; failed to retweet that the app recommended.",0,"i ' m not sure if it ' s available on the app store , but i ' m sure it ' s on the app store .",that ' s a bummer . i ' m sorry you ' re having trouble finding it .,"i ' m not sure if it ' s available on the app store , but i ' m sure it ' s on the app store .",  i am not sure if i was a kid .,0.8181818181818182,0.7272727272727273,0.6086956521739131,0.6086956521739131,1.0,22,9,22,22,13
my fav is still commie jen,6,1.0,0,my fav is still commie jen,1,my Favorite is still commie jen,1,my fav is still commie jen,  change it to nasty jennifer or jenny trump ,my fav is still commie jen,0,i ' m not a fan of her either .,i like her too .,i ' m not a fan of her either .,  i am not sure if i was a kid .,0.9,0.7272727272727273,1.0,1.0,1.0,8,9,8,8,4
"i just saw this on tumblr, and it may be the worst thing i've ever seen.",17,0.9375,0,"i just saw this on tumblr, and it may be the worst thing i have ever seen.",0,i just saw this on tumblr and it may be the worst thing i have ever seen,0,"i just saw this on tumblr, and it may be the worst thing i've ever seen.","  -5/10, would leave party to avoid contact with wearer ","i just saw this on tumblr, and it may be the worst thing i've ever seen.",1,i ' m so sorry . i ' m so sorry .,i ' m not sure what you mean .,i ' m not sure what you mean .,  i know . i am not sure if i was a kid .,0.9090909090909091,0.6923076923076923,1.0,0.5555555555555556,1.0,10,11,7,8,7
would u take your child's life to save your wife's?? aren't parents suppose to protect their children.,20,0.8823529411764706,0,would u take your child is life to save your wife is?? are not parents suppose to protect their children.,1,would you take your child is life to save your wife is are not parents suppose to protect their children,1,would u take your child's life to save your wife's?? aren't parents suppose to protect their children.,  i have unconditional love for my child but as a fetus i absolutely would choose my wife! ,would u take your child's life to save your wife's?? aren't parents suppose to protect their children.,0,i would take my child ' s life to save her . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,i would take my child ' s life to save my wife ' s .,i would take my child ' s life to save her . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,  i am sorry to hear that . i am sorry to hear that .,0.8421052631578947,0.5,1.0,1.0,0.8461538461538461,17,12,10,10,12
i was distracted and i potted the 8 ball,9,0.8888888888888888,0,i was distracted and i potted the 8 ball,0,i was distracted and i potted the 8 ball,0,i was distracted and i potted the 8 ball,"  nina, i'm disappointed in you, and spence, i've never been prouder :') ",i was distracted and i potted the 8 ball,0,i ' m so sorry,oh no ! did you get a good look at it ?,oh no ! did you get a good look at it ?,  i am not sure if i was a kid .,0.9230769230769231,0.7272727272727273,1.0,1.0,1.0,13,9,10,4,10
got offered jeremy maclin for allen robinson. ?,7,1.0,0,got offered jeremy maclin for allen robinson. ?,0,got offered jeremy maclin for allen robinson,0,got offered jeremy maclin for allen robinson. ?,  arob by far ,got offered jeremy maclin for allen robinson. ?,0,i would . robinson is a better player than maclin .,i would . maclin is a better player than robinson .,i would . robinson is a better player than maclin .,  i am not sure . i am not sure if i was a kid .,0.8,0.5333333333333333,1.0,1.0,1.0,3,13,9,9,9
"wikileaks drops podesta mail drip, drip, drip continues following hillary's eye-crossed disaster debate last night - bye hrc",19,0.8823529411764706,0,"wikileaks drops podesta mail drip, drip, drip continues following hillary is eye-crossed disaster debate last night - bye hrc",0,wikileaks drops podesta mail drip drip drip continues following hillary is eyecrossed disaster debate last night bye hrc,0,"wikileaks drops podesta mail drip, drip, drip continues following hillary's eye-crossed disaster debate last night - bye hrc",  sad to say some folks i work with are voting for that monster ! what is going on? ,"wikileaks drops podesta mail drip, drip, drip continues following hillary's eye-crossed disaster debate last night - bye hrc",0,i ' m sure they ' re all in the same room .,i ' m not sure what you ' re talking about .,i ' m sure they ' re all in the same room .,  i am sorry . i am not sure if i was a kid .,0.8947368421052632,0.6428571428571429,1.0,1.0,1.0,17,12,10,10,9
false information,2,1.0,0,false information,0,false information,0,false information,  um he wasn't good during the believe tour he was going through some stuff then ,false information,0,i ' m not sure what you ' re talking about .,what is the truth ?,i ' m not sure what you ' re talking about .,  i am sorry to hear that .,0.8823529411764706,0.875,1.0,1.0,1.0,16,6,9,9,4
"while ""nintendo switch"" is an accurate name for the product, i got accustomed to calling it ""nx"" and was okay with that being the final name",26,0.8846153846153846,0,"while ""nintendo switch"" is an accurate name for the product, i got accustomed to calling it ""nx"" and was okay with that being the final name",0,while nintendo switch is an accurate name for the product i got accustomed to calling it nx and was okay with that being the final name,0,"while ""nintendo switch"" is an accurate name for the product, i got accustomed to calling it ""nx"" and was okay with that being the final name","  i've just been going with ns, easier transition ","while ""nintendo switch"" is an accurate name for the product, i got accustomed to calling it ""nx"" and was okay with that being the final name",0,i ' m not sure i ' m the only one who feels that way .,i think that ' s a good way to go about it .,i ' m not sure i ' m the only one who feels that way .,  i am sure you are . i am not sure if i was a kid .,0.9,0.5625,0.8571428571428571,0.8571428571428571,1.0,9,14,13,13,11
