,tweet,words_num,lex_div,emojis_num,demoji_text,slangs_num,deslang_text,total_slangs_emojis
139,tonight in san francisco at harlot san francisco with my perfect driver music crew,14,0.8571428571428571,0,tonight in san francisco at harlot san francisco with my perfect driver music crew,0,tonight in san francisco at harlot san francisco with my perfect driver music crew,0
140,writing a check for your seed round immediately,8,1.0,0,writing a check for your seed round immediately,0,writing a check for your seed round immediately,0
141,i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo…,26,0.8846153846153846,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period. his friends are fucked up fo…,0,i would have fucked him the fuck up if he ever laid a finger on me or any girl period his friends are fucked up fo…,0
142,lets play zesty,3,1.0,0,lets play zesty,0,lets play zesty,0
143,jake taylor should have been hitting 9th in that lineup. not 2nd.,12,1.0,0,jake taylor should have been hitting 9th in that lineup. not 2nd.,0,jake taylor should have been hitting 9th in that lineup not 2nd,0
144,i want more specs before i think of purchasing it. what do u think? …,14,0.8666666666666667,0,i want more specs before i think of purchasing it. what do u think? …,1,i want more specs before i think of purchasing it what do you think …,1
145,it's a damn shame re-reading some shit🤣,9,1.0,1,it is a damn shame re-reading some shit rolling on the floor laughing ,0,it is a damn shame rereading some shit🤣,1
146,"congratulations to our new national security advisor, general h.r. mcmaster. video:",12,1.0,0,"congratulations to our new national security advisor, general h.r. mcmaster. video:",1,congratulations to our new national security advisor general hour mcmaster video,1
147,watch: dwayne johnson calls cm punk live in ring after 'monday night raw',13,1.0,0,watch: dwayne johnson calls cm punk live in ring after  amonday night raw',1,watch dwayne johnson calls call me punk live in ring after amonday night raw,1
148,"why are and i still up? it's late, for god's sake.",13,1.0,0,"why are and i still up? it is late, for god is sake.",0,why are and i still up it is late for god is sake,0
149,".'s game plan this week: get ready, retail could be a blood bath",13,1.0,0,". is game plan this week: get ready, retail could be a blood bath",0,is game plan this week get ready retail could be a blood bath,0
150,where historic forbes field meets downtown pittsburgh.,7,1.0,0,where historic forbes field meets downtown pittsburgh.,0,where historic forbes field meets downtown pittsburgh,0
151,your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,16,1.0,0,your performance in was a stunning piece of apologist theater. equating antisemitism to balls and strikes...,0,your performance in was a stunning piece of apologist theater equating antisemitism to balls and strikes,0
152,comrades of color: east germany in the cold war world,10,1.0,0,comrades of color: east germany in the cold war world,0,comrades of color east germany in the cold war world,0
153,jw president was on this morning discussing trump's weekend trips costing taxpayers millions,14,1.0,0,jw president was on this morning discussing trump is weekend trips costing taxpayers millions,1,just wondering president was on this morning discussing trump is weekend trips costing taxpayers millions,1
154,"come hike the ; discover "" in the tallgrass"" via",8,0.8888888888888888,0,"come hike the ; discover "" in the tallgrass"" via",0,come hike the discover in the tallgrass via,0
155,nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,14,1.0,0,nyc'ers - what is your favorite nice lunch spot very near 18th/6th ave?,0,nycers what is your favorite nice lunch spot very near 18th6th ave,0
156,if you see anyone on the same tour they're 99% gonna perform the same setlist..,16,0.8666666666666667,0,if you see anyone on the same tour they are 99% gonna perform the same setlist..,1,if you see anyone on the same tour they are 99 going to perform the same setlist,1
157,"this globalization impact is the engine of conservatism's descent into fascism: mapping nationhood to culture, cree…",17,1.0,0,"this globalization impact is the engine of conservatism is descent into fascism: mapping nationhood to culture, cree…",0,this globalization impact is the engine of conservatism is descent into fascism mapping nationhood to culture cree…,0
158,why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,16,1.0,0,why is shabbaz in this. nyk give crumbs for a young bench scorer. not enough back.,0,why is shabbaz in this nyk give crumbs for a young bench scorer not enough back,0
159,we ain't playin..gonna work hard today. slimetime fornadine,10,1.0,0,we ai not playin..gonna work hard today. slimetime fornadine,1,we Artificial Intelligence not playingonna work hard today slimetime fornadine,1
160,i don't really agree but i support your excitement &amp; launching!,12,0.9090909090909091,0,i do not really agree but i support your excitement & launching!,0,i do not really agree but i support your excitement amp launching,0
161,you have proven how real of a friend you are,10,0.9,0,you have proven how real of a friend you are,0,you have proven how real of a friend you are,0
162,an avocado cost 5 bucks at giant food.,8,1.0,0,an avocado cost 5 bucks at giant food.,0,an avocado cost 5 bucks at giant food,0
163,"bull captured after wild chase through jamaica, queens",8,1.0,0,"bull captured after wild chase through jamaica, queens",0,bull captured after wild chase through jamaica queens,0
164,eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit 👌🏻👌🏻,19,1.0,1,eric church sam hunt jake owen lee brice and jason aldean im fucking ready for route 91 holy shit  OK hand: light skin tone  OK hand: light skin tone ,1,eric church sam hunt jake owen lee brice and jason aldean Instant Message fucking ready for route 91 holy shit 👌🏻👌🏻,2
165,"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",23,0.9545454545454546,0,"a fair point. but with cambridge analytica and the like, these days just about anyone with money can get unparalleled (in history)info",0,a fair point but with cambridge analytica and the like these days just about anyone with money can get unparalleled in historyinfo,0
166,a4 of course this guy was really colorful:),8,1.0,0,a4 of course this guy was really colorful:),0,a4 of course this guy was really colorful,0
167,"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",20,0.9473684210526315,0,"all joking aside, i hope he can turn them around. i would love to see a cavs/lakers finals someday.",0,all joking aside i hope he can turn them around i would love to see a cavslakers finals someday,0
168,spicer says priority is to deport people in u.s. illegally who have committed crimes.,15,1.0,0,spicer says priority is to deport people in u.s. illegally who have committed crimes.,0,spicer says priority is to deport people in us illegally who have committed crimes,0
169,you can take the boy out of cambridge...,8,1.0,0,you can take the boy out of cambridge...,0,you can take the boy out of cambridge,0
170,"i’m not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",25,0.9166666666666666,0,"i’m not certain, but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon.",0,i’m not certain but i think an intl wire transfer involves a voodoo spell that requires 3 confirmations to process and a carrier pigeon,0
171,update: it ended the way we thought it would.,9,0.8888888888888888,0,update: it ended the way we thought it would.,0,update it ended the way we thought it would,0
172,"literally just happened to me, failed tf out of my exam just now :)",13,0.9285714285714286,0,"literally just happened to me, failed tf out of my exam just now :)",1,literally just happened to me failed The f**k out of my exam just now,1
173,yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi…,21,0.9523809523809523,0,yes. national health insurance would make it so much easier to start a small biz. that would help revitalize the mi…,1,yes national health insurance would make it so much easier to start a small Business that would help revitalize the mi…,1
174,i didn't vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,23,0.9090909090909091,0,i did not vote on a false premise so stop trying to speak for me. you can only speak for yourself nobody else.,0,i did not vote on a false premise so stop trying to speak for me you can only speak for yourself nobody else,0
175,"rss ""republisher"" to twitter, à la twitterfeed? google feedburner? looks hideous, hard to config but works.",16,0.9375,0,"rss ""republisher"" to twitter, à la twitterfeed? google feedburner? looks hideous, hard to config but works.",0,rss republisher to twitter à la twitterfeed google feedburner looks hideous hard to config but works,0
176,"school asks teachers to take down pro-diversity posters, saying they're ""anti-trump""",14,1.0,0,"school asks teachers to take down pro-diversity posters, saying they are ""anti-trump""",0,school asks teachers to take down prodiversity posters saying they are antitrump,0
177,mitch kupchak is useless without jerry west. horrible horrible horrible gm.,11,0.8181818181818182,0,mitch kupchak is useless without jerry west. horrible horrible horrible gm.,1,mitch kupchak is useless without jerry west horrible horrible horrible good morning,1
178,asking the important questions tbh,5,1.0,0,asking the important questions tbh,1,asking the important questions to be honest,1
179,you’ve seen everything already,5,1.0,0,you’ve seen everything already,0,you’ve seen everything already,0
180,"it's the responsibility of educators to provide resources to allow students to expand their knowledge, &amp; that includes about current events.",22,0.9047619047619048,0,"it is the responsibility of educators to provide resources to allow students to expand their knowledge, & that includes about current events.",0,it is the responsibility of educators to provide resources to allow students to expand their knowledge amp that includes about current events,0
181,has paid asis for this webinar?,6,1.0,0,has paid asis for this webinar?,0,has paid asis for this webinar,0
182,landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i'm far from israel…,23,0.9523809523809523,0,landed in sydney for 1st-ever visit of an israeli pm to australia. thanks for the warm welcome. i am far from israel…,0,landed in sydney for 1stever visit of an israeli pm to australia thanks for the warm welcome i am far from israel…,0
183,"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",21,0.8571428571428571,0,"well me being a christian i am torn between this , i believe in trump , we are 20 trillion in debt. jw",1,well me being a christian i am torn between this i believe in trump we are 20 trillion in debt just wondering,1
184,"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",21,0.95,0,"hi. i am trying to read 100+ books this year, and i need your absolute top-tier recs around 200 pages.",0,hi i am trying to read 100 books this year and i need your absolute toptier recs around 200 pages,0
185,girl i'm throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,19,1.0,0,girl i am throwing a massive rooftop party in honor of national moscow mule day ... friday march 3 .. come !,0,girl i am throwing a massive rooftop party in honor of national moscow mule day friday march 3 come,0
186,flags doesn’t imply bitfield to me. why does that imply bitfield to you?,14,0.7692307692307693,0,flags doesn’t imply bitfield to me. why does that imply bitfield to you?,0,flags doesn’t imply bitfield to me why does that imply bitfield to you,0
187,well they're all the same so..,7,1.0,0,well they are all the same so..,0,well they are all the same so,0
188,trying to small talk w the squad like,8,1.0,0,trying to small talk w the squad like,0,trying to small talk w the squad like,0
189,"do it! see hamilton, donate to . it's a win-win-win situation!",13,1.0,0,"do it! see hamilton, donate to . it is a win-win-win situation!",0,do it see hamilton donate to it is a winwinwin situation,0
190,he's a killer blocker. perfect backup te and short yardage lead blocker,13,0.9166666666666666,0,he is a killer blocker. perfect backup te and short yardage lead blocker,1,he is a killer blocker perfect backup Team effort and short yardage lead blocker,1
191,"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",20,0.85,0,"warrentonka is a ""do as i say, and not as i do"" persona, with her little tomahawk and coup stick.",0,warrentonka is a do as i say and not as i do persona with her little tomahawk and coup stick,0
192,cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys…,23,1.0,0,cop mizan...site of a terrible green on blue attack shortly before my sqn got to zabul. we never did find the guys…,0,cop mizansite of a terrible green on blue attack shortly before my sqn got to zabul we never did find the guys…,0
193,"this tweet will be plagiarized, i just feel it",9,1.0,0,"this tweet will be plagiarized, i just feel it",0,this tweet will be plagiarized i just feel it,0
194,he should bring mike back.,5,1.0,0,he should bring mike back.,0,he should bring mike back,0
195,i'm saying though... haha. we hitting our mid 20's. who has time for games anymore!? lol,18,1.0,0,i am saying though... haha. we hitting our mid 20 is. who has time for games anymore!? lol,1,i am saying though haha we hitting our mid 20 is who has time for games anymore laughing out loud,1
196,rt if you would like to see me with my own show?!? let's make it happen,17,1.0,0,rt if you would like to see me with my own show?!? let is make it happen,0,rt if you would like to see me with my own show let is make it happen,0
197,"sooo, i've been thinking about this and i want in into",12,1.0,0,"sooo, i have been thinking about this and i want in into",0,sooo i have been thinking about this and i want in into,0
198,happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,18,1.0,0,happening a lot today. gop congresspeople figuring out we hate their robber-baron collusion and mean-spirited ideas.,0,happening a lot today gop congresspeople figuring out we hate their robberbaron collusion and meanspirited ideas,0
199,i have been harassed and retaliated against simply for having a conversation with this whistleblower...,15,0.9333333333333333,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower...,0,i have been harassed and retaliated against simply for having a conversation with this whistleblower,0
